"Source:","http://www.lib.berkeley.edu/MRC/Sovietfilm.html"
"

Contents:
"
"â€¢149; Ѭ href=""#soviet"">Russia (Soviet Union)Ж","â€¢149; Ѭ href=""#russia"">Russian Silent FilmЖ","â€¢149; Ѭ href=""#czech"">CzechoslovakiaЖ","â€¢149; Ѭ href=""#hungary"">HungaryЖ","â€¢149; Ѭ href=""#poland"">PolandЖ","â€¢149; Ѭ href=""#romania"">RomaniaЖ","â€¢149; Ѭ href=""#yugo"">Yugoslavia/Serbia/Croatia/MacedoniaЖ"
"Strike (Strajk - Die Heldin von Danzig) (Germany | Poland, 2006)","Directed by Volker Schlöndorff. Cast: Katharina Thalbach, Andrzej Chyra, Dominque Horwitz, Andrzej Grabowski, Dariusz Kowalski, Ewa Telega, Wojciech Pszoniak. Based on historical events, tells the story of Agnieszka Kowalska. An illiterate single mother, Agnieszka is a Socialist ""heroine of labor"" for working long hours as a shipyard welder... until her superiors deny compensation to the widows of 21 workers killed in an industrial disaster. Risking her job, her life, and the love of her son to defy the bureacracy, Agnieszka inspires the largest labor strike in world history... and becomes a national hero. 108 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X3784"">DVD X3784Ж","â€¢149;Ѭ href=""http://www.imdb.com/title/tt0440978/"">Credits and other information from the Internet Movie DatabaseЖ"
"White (Three Colours: White)Ж (Trzy kolory: Bialy) (France / Poland / Switzerland, 1976)","Director, Krysztof Kieâ€¢347;lowski. Cast: Zbigniew Zamachowski, Julie Delpy. The mysterious tale of a Polish man whose life disintegrates when his beautiful French wife of six months deserts him. Forced to begin anew, he rebuilds his life, only to plan a dangerous scheme of vengeance against her! 92 min. ; ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+1749"">DVD 1749Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/evhs+999:2280"">vhs 999:2280Ж","â€¢149;Ѭ href=""http://us.imdb.com/title/tt0111507/"">Credits and other information from the Internet Movie DatabaseЖ","Ѭ href=""http://www.lib.berkeley.edu/MRC/sovietfilmbib.html#colors"">See separate bibliography of reviews and articles about this filmЖ
"
"The White Soup (Zurek) (2003)","Directed by Ryszard Brylski. Cast: Katarzyna Figura, Natalia Rybicka, Zbigniew Zamachowski, Marek Kasprzyk. Halina, a young, hard-working widow, tramps around a small Polish border town in search of the father of her grandchild. Her impaired teenage daughter refuses to name the father, which causes a problem with the upcoming baptism. 72 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+9912"">DVD 9912Ж","â€¢149;Ѭ href=""http://www.imdb.com/title/tt0380832/"">Credits and other information from the Internet Movie DatabaseЖ
"
"Wirus (Virus) (2003)","Directed by Jan Kidawa-Blonski. Cast: Katarzyna Figura, Natalia Rybicka, Zbigniew Zamachowski, Marek Kasprzyk. A tense tale of a devastating computer virus that threatens to plunge all of Warsaw into complete chaos. The computer networks of a major bank and a high profile hospital have been compromised, and now in order to defeat the virus authorities have enlisted the aid of a talented young hacker named Michal. Should Michal fail in his daring cyber-mission, the institutions he's attempting to protect are sure to be completely crippled by the virus. Now Michal has noticed something familiar in the code - could it be that his scheming brother Stefan is the cyber-terrorist responsible for this beautifully complex bug? 97 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X1119"">DVD X1119Ж","â€¢149;Ѭ href=""http://www.imdb.com/title/tt0118176/"">Credits and other information from the Internet Movie DatabaseЖ
"
"With Fire and Sword (Ogniem i mieczem) (1999)","Directed by Jerzy Hoffman. Cast: Izabella Scorupco, Michal Zebrowski, Aleksander Domogarow, Krzysztof Kowalewski. This lavish historical epic was the most expensive Polish film ever made. Based on the novel by Henryk Sienkiewicz, it is set in 17th century Poland when Poland was the largest, the most democratic, and the most tolerant country in Europe. However, the tragic civil war brought about the gradual decline of the once glorious republic. 205 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+6435"">DVD 6435Ж","â€¢149;Ѭ href=""http://www.imdb.com/title/tt0128378/"">Credits and other information from the Internet Movie DatabaseЖ
"
"Without Anesthesia (Bez znieczulenia) (Poland / France, 1981)","Directed by Andrzej Wajda. Cast: Zbigniew Zapasiewicz, Ewa Dalkowska, Andrzej Seweryn, Krystyna Janda. Tells the story of Jerzy, a famous journalist just returned from as assignment abroad. Despite his success, his wife leaves him for an obnoxious young writer and refuses to explain why. Against everyone's advice, Jerzy fights the divorce and searches in vain for an explanation for why she left. At the same time, Jerzy finds that he has fallen out of official favor, for reasons no less mysterious. 111 min. 999:3787","â€¢149;Ѭ href=""http://www.imdb.com/title/tt0078857/"">Credits and other information from the Internet Movie DatabaseЖ
"
"A Year of the Quiet Sun (Rok Spokojnego slonca) (Poland / West Germany / USA, 1984)","Directed by Krzysztof Zanussi. Cast: Maja Komorowska, Scott Wilson, Hanna Skarzanka, Ewa Dakowska. In the wake of World War II, an American soldier (Norman) forms a delicate friendship with a war widow (Emilia) amid the devastation of 1946 Poland. In spite of the language barrier, painful memories of their past, and the many cultural divisions that separate them, Norman and Emilia dare to steal a moment of happiness together. 109 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+6242"">DVD 6242Ж","â€¢149;Ѭ href=""http://www.imdb.com/title/tt0088009/"">Credits and other information from the Internet Movie DatabaseЖ"
"Young Girls of Wilko (Panny z Wilko) (Poland / France, 1979)","Directed by Andrzej Wajda. Cast: Daniel Olbrychski, Anna Seniuk, Maja Komorowska, Stanisawa Celinska, Krystyna Zachwatowicz, Christine Pascal, Zbigniew Zapasiewicz, Zofia Jaroszewska, Tadeusz Biawoszczynski. After 15 years away, Wiktor returns to Wilko, where he spent an important part of his life, and realizes he has had an impact on the town and its people. His presence in turn forces the young girls of Wilko to evaluate their lives and failures. 87 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+6231"">DVD 6231Ж","â€¢149;Ѭ href=""http://www.imdb.com/title/tt0079696/"">Credits and other information from the Internet Movie DatabaseЖ"
"Ѭ href=""#top"">To the topЖ
","
RomaniaЖ

"
"4 luni, 3 saptamani si 2 zile (4 Months, 3 Weeks & 2 Days) (Romania, 2007)","Directed by Cristian Mungiu. Cast: Anamaria Marinca, Laura Vasiliu, Vlad Ivanov, Alex Potocean, Ioan Sapdaru, Luminita Gheorghiu, Adi Carauleanu, Liliana Mocanu. Two college roommates have 24 hours to make the ultimate choice as they finalize arrangements for a black market abortion. 113 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X392"">DVD X392Ж","â€¢149;Ѭ href=""http://www.imdb.com/title/tt1032846/"">Credits and other information from the Internet Movie DatabaseЖ

â€¢149;Awards

â€¢149;Cannes Film Festival - Palme d'Or
â€¢149;Los Angeles Film Critics Association Awards - Best Foreign Film
â€¢149;National Society of Film Critics Awards, USA - Best Foreign Film
â€¢149;New York Film Critics Circle Awards - Best Foreign Language Film


Ѭ href=""http://www.lib.berkeley.edu/MRC/sovietfilmbib.html#4months"">See separate bibliography of reviews and articles about this filmЖ
"
"Cum mi-am petrecut sfarsitul lumii (The way I spent the end of the world) (Romania / France, 2006)","Directed by Catalin Mitulescu. Cast: Dorotheea Petre, Timotei Duma, Mircea Diaconu, Jean Constantin, Carmen Ungureanu. . Bucharest 1989, the last year of Ceausescu's dictatorship. Eva, 17, lives with her parents and her 7 year-old brother Lalalilu. One day at school, Eva and her boyfriend accidentally break a bust of Ceausescu. They are forced to confess their crime before a disciplinary committee. Eva is expelled from school and transferred to a reformatory establishment. There she meets Andrei and decides to escape Romania with him. Lalalilu is more and more convinced that Ceausescu is the main reason for Eva's decision to leave. So, with his friends from school, he devises a plan to kill the dictator. 106 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+7914"">DVD 7914Ж","â€¢149;Ѭ href=""http://www.imdb.com/title/tt0799991/"">Credits and other information from the Internet Movie DatabaseЖ
"
"The Death of Mr. Lazarescu (Moartea domnului Lâ€¢259;zâ€¢259;rescu) (Romania, 2005)","Director, Cristi Puiu. Cast: Ion Fiscuteanu, Luminita Gheorghiu, Gabriel Spahiu, Doru Ana, Dana Dogaru, Florin Zamfirescu, Clara Voda, Adrian Titieni, Mihai Bratila, Mimi Branescu, Rodica Lazar, Alina Berzunteanu, Mirela Cioaba. A 60-ish widower, living alone with his cats, feels sick enough one evening to call an ambulance. This is the beginning of his Dantesque odyssey deep into the bowels of a big city medical establishment as Mr. Lazarescu and his paramedic search for medical care. Special features: Interview with the director, Perspective on the US healthcare system with Dr Fred Berlin, trailer. Accompanying booklet: New York Times film article / Alan Riding; Interview with the director / Christoph Huber, Cinema Scope 153 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X4564"">DVD X4564Ж","â€¢149;Ѭ href=""http://www.imdb.com/title/tt0456149/"">Credits and other information from the Internet Movie DatabaseЖ

Ѭ href=""http://www.lib.berkeley.edu/MRC/sovietfilmbib.html#lazarescu"">See separate bibliography of reviews and articles about this filmЖ
"
"Next Stop Paradise (Terminus paradis)(1998)","Directed by Lucian Pintilie. Cast: Costel Cascaval, Dorina Chiriac, Gheorghe Visu, Victor Rebengiuc, Razvan Vasilescu. Mitou raises pigs in Romania, but he's due to begin two years of military service the next day. Clad in hot pants, waitress Norica matches Mitou in knocking back shots of vodka. Although Norica is engaged to marry Gili, owner of the rundown roadside sausage stand where she works, she accompanies Mitou to his spare apartment. Resentful of his family and obsessed with Norica, the stubborn, headstrong Mitou is uncompromising and ready for a final showdown with authority figures. 95 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X5039"">DVD X5039Ж","â€¢149;Ѭ href=""http://www.imdb.com/title/tt0151479/"">Credits and other information from the Internet Movie DatabaseЖ"
"Ѭ href=""#top"">To the topЖ
","
Yugoslavia/Serbia/Croatia/MacedoniaЖ

"
"Before the Rain (A Tale in Three Parts) (Republic of Macedonia | France | UK, 1994)","Director, Milcho Manchevski. Cast: Rade Serbedzija, Katrin Cartlidge, Labina Mitevska, Gregoire Colin. The first film made in the newly independent Republic of Macedonia, Milcho Manchevski’s Before the Rain crosscuts the stories of an orthodox Christian monk , a British photo agent and a native Macedonian war photographer to paint a portrait of simmering ethnic and religious hatred about to reach its boiling point. Made during the strife of the war-torn Balkan states in the nineties, this gripping triptych of love and violence is also a timeless evocation of the loss of pastoral innocence, and remains one of recent cinema’s most powerful laments on the futility of war. Special features: Commentary [optional audio feature]; Director's statement [text feature]; Rade Šerbedâ€¢382;ija interview [featurette] (17 min.); ""Behind the scenes in Macedonia"" [featurette] (1993) (16 min.); On-set footage [featurette] (6 min.); Soundtrack selections [audio featurette] (16 min.); Trailers (7 min.); Stills galleries [slide show]; ""Street"" photography [slide show]; ""Tennessee"" music video (4 min.); booklet includes the essay ""Never-ending story"" by Ian Christie. 113 min. ; ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X5124"">DVD X5124Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/evhs+999:3163"">vhs 999:3163Ж","â€¢149; Ѭ href=""http://www.imdb.com/title/tt0110882/"">Credits and other information from the Internet Movie DatabaseЖ
Reviews and articles:

â€¢149;Brown, Keith. ""An Interview with Milcho Manchevski."" World Literature Today, Vol. 82, No. 1 (Jan. - Feb., 2008), pp. 12-15 Ѭ href=""URL:%20http://www.jstor.org/stable/40159590"">Full-text of this article / review is available:UC users onlyЖ
â€¢149;Brown, Keith; Hughes-Freeland, Felicia. ""Macedonian culture and its audiences."" In: Ritual, performance, media / edited by Felicia Hughes-Freeland. London ; New York : Routledge, 1998. (Anthropology GN4 .A16 v.35)
â€¢149;Coover, Roderick. ""History in Dust: An Interview with Milcho Manchevski."" Film Quarterly # Vol. 58, No. 2 (Winter 2004) (pp. 2-8) Ѭ href=""http://www.jstor.org/stable/10.1525/fq.2004.58.2.2"">Full-text of this article / review is available:UC users onlyЖ
â€¢149;Crnkovic, Gordana P. ""Milcho Manchevski's Before the Rain and the Ethics of Listening."" Slavic Review, Spring2011, Vol. 70 Issue 1, p116-136, 21p Ѭ href=""http://www.jstor.org/stable/10.5612"">Full-text of this article / review is available:UC users onlyЖ
â€¢149;Filipcevic, Vojislava. ""Historical Narrative and the East-West Leitmotif in Milcho Manchevski's Before the Rain and Dust."" Film Criticism, Winter2004/2005, Vol. 29 Issue 2, p3-33, 31p Ѭ href=""http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=17178385&site=ehost-live"">Full-text of this article / review is available:UC users onlyЖ
â€¢149; Lambevski, Sasho. ""Feeling the paranoiac, the schizo and the depressive: a semiotic analysis of Macedonia's emotional architecture in Before the Rain."" Social Semiotics, 13, no. 2 (Aug, 2003): 161-78 Ѭ href=""http://search.ebscohost.com/login.aspx?direct=true&db=apn&AN=ALTP404606-x&site=ehost-live"">Full-text of this article / review is available:UC users onlyЖ
â€¢149;Marciniak, Katarzyna ""Transnational Anatomies of Exile and Abjection in Milcho Manchevski's ""Before the Rain"" Cinema Journal, Vol. 43, No. 1 (Autumn, 2003), pp. 63-84 Ѭ href=""http://www.jstor.org/page/termsConfirm.jsp?redirectUri=/stable/pdfplus/1225931.pdf"">Full-text of this article / review is available:UC users onlyЖ
â€¢149;Portuges, Catherine. ""Before the Rain."" American Historical Review, October 1995, Vol. 100, p1229-1230, 2p Ѭ href=""http://www.jstor.org/stable/2168224"">Full-text of this article / review is available:UC users onlyЖ
â€¢149;Raskin, Richard. ""On Unhappy Endings, Politics and Storytelling: An Interview with Milcho Manchevski."" p.o.v: A Danish Journal of Film Studies, vol. 16, pp. 76-95, 2003 Dec Ѭ href=""http://pov.imv.au.dk/Issue_16/section_1/artc9A.html"">Full-text of this article / review is available:Ж

"
"Black Cat White Cat (Crna macka, beli macor) (France / Germany / Federal Republic of Yugoslavia, 1998)","Directed by Emir Kusturica. Cast: Bajram Severdzan, Srdan Todorovic, Branka Katic, Florijan Ajdini, Ljubica Adzovic. Grga Pitic and Zarije Destanov are two old friends--and rivals--who haven't seen each other in years. But a series of events beyond their wildest dreams leads to a raucously funny reunion filled with gypsy mobsters, dirty deals and shotgun weddings. 129 min. ; ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X2077"">DVD X2077Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/evhs+999:2984"">vhs 999:2984Ж","â€¢149;Ѭ href=""http://us.imdb.com/Title?0118843"">Credits and other information from the Internet Movie DatabaseЖ

Ѭ href=""http://www.lib.berkeley.edu/MRC/sovietfilmbib.html#kusturica"">See separate bibliography of reviews and articles about this filmЖ"
"Cabaret Balkan (Bure Baruta) (Federal Republic of Yugoslavia / Republic of Macedonia / France / Greece / Turkey, 1998)","Directed by Goran Paskaljevic. Cast: Aco Dukovski, Vassilis Katsoufis, Dejan Vrazalic, Kadri Yurdatap. In this dark comedy set in war-torn Yugoslavia, the lives of various citizens -- a cab driver, friends in a gym, a girl on a bus, a performance artist and more -- intersect during one unpredictiable night in Belgrade. 102 min. 999:2523","â€¢149;Ѭ href=""http://us.imdb.com/Title?0169145"">Credits and other information from the Internet Movie DatabaseЖ
Reviews and articles:

â€¢149;Horton, Andrew. ""Cabaret Balkan"" Cineaste. Dec 1999. Vol. 25, Iss. 1; p. 44 (3 pages)Ѭ href=""http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=2690320&site=ehost-live"">Full-text of this article / review is available:UC users onlyЖ
â€¢149;Horton, Andrew. Laughter dark & joyous in recent films from the former Yugoslavia Film Quarterly. Fall 2002. Vol. 56, Iss. 1; p. 23 Ѭ href=""http://www.jstor.org/stable/1213906"">Full-text of this article / review is available:UC users onlyЖ

"
